[Date "2017.09.12"]
[Player1 "Johnny3Stacks"]
[Player2 "Johnny3Deep"]
[Result ""]
[Size "5"]
326. 5c1<5 1c2<1
327. 5b1>5 1b2>1
328. 5c1<5 1c2<1
329. 5b1>5 1b2>1
330. 5c1<5 1c2<1
331. 5b1>5 1b2>1
332. 5c1<5 1c2<1
333. 5b1>5 1b2>1
334. 5c1<5 1c2<1
335. 5b1>5 1b2>1
336. 5c1<5 1c2<1
337. 5b1>5 1b2>1
338. 5c1<5 1c2<1
339. 5b1>5 1b2>1
340. 5c1<5 1c2<1
341. 5b1>5 1b2>1
342. 5c1<5 1c2<1
343. 5b1>5 1b2>1
344. 5c1<5 1c2<1
345. 5b1>5 1b2>1
346. 5c1<5 1c2<1
347. 5b1>5 1b2>1
348. 5c1<5 1c2<1
349. 5b1>5 1b2>1
350. 5c1<5 1c2<1
351. 5b1>5 1b2>1
352. 5c1<5 1c2<1
353. 5b1>5 1b2>1
354. 5c1<5 1c2<1
355. 5b1>5 1b2>1
356. 5c1<5 1c2<1
357. 5b1>5 1b2>1
358. 5c1<5 1c2<1
359. 5b1>5 1b2>1
360. 5c1<5 1c2<1
361. 5b1>5 1b2>1
362. 5c1<5 1c2<1
363. 5b1>5 1b2>1
364. 5c1<5 1c2<1
365. 5b1>5 1b2>1
366. 5c1<5 1c2<1
367. 5b1>5 1b2>1
368. 5c1<5 1c2<1
369. 5b1>5 1b2>1
370. 5c1<5 1c2<1
371. 5b1>5 1b2>1
372. 5c1<5 1c2<1
373. 5b1>5 1b2>1
374. 5c1<5 1c2<1
375. 5b1>5 1b2>1
376. 5c1<5 1c2<1
377. 5b1>5 1b2>1
378. 5c1<5 1c2<1
379. 5b1>5 1b2>1
380. 5c1<5 1c2<1
381. 5b1>5 1b2>1
382. 5c1<5 1c2<1
383. 5b1>5 1b2>1
384. 5c1<5 1c2<1
385. 5b1>5 1b2>1
386. 5c1<5 1c2<1
387. 5b1>5 1b2>1
388. 5c1<5 1c2<1
389. 5b1>5 1b2>1
390. 5c1<5 1c2<1
391. 5b1>5 1b2>1
392. 5c1<5 1c2<1
393. 5b1>5 1b2>1
394. 5c1<5 1c2<1
395. 5b1>5 1b2>1
396. 5c1<5 1c2<1
397. 5b1>5 1b2>1
398. 5c1<5 1c2<1
399. 5b1>5 1b2>1
400. 5c1<5 1c2<1
401. 5b1>5 1b2>1
402. 5c1<5 1c2<1
403. 5b1>5 1b2>1
404. 5c1<5 1c2<1
405. 5b1>5 1b2>1
406. 5c1<5 1c2<1
407. 5b1>5 1b2>1
408. 5c1<5 1c2<1
409. 5b1>5 1b2>1
410. 5c1<5 1c2<1
411. 5b1>5 1b2>1
412. 5c1<5 1c2<1
413. 5b1>5 1b2>1
414. 5c1<5 1c2<1
415. 5b1>5 1b2>1
416. 5c1<5 1c2<1
417. 5b1>5 1b2>1
418. 5c1<5 1c2<1
419. 5b1>5 1b2>1
420. 5c1<5 1c2<1
421. 5b1>5 1b2>1
422. 5c1<5 1c2<1
423. 5b1>5 1b2>1
424. 5c1<5 1c2<1
425. 5b1>5 1b2>1
426. 5c1<5 1c2<1
427. 5b1>5 1b2>1
428. 5c1<5 1c2<1
429. 5b1>5 1b2>1
430. 5c1<5 1c2<1
431. 5b1>5 1b2>1
432. 5c1<5 1c2<1
433. 5b1>5 1b2>1
434. 5c1<5 1c2<1
435. 5b1>5 1b2>1
436. 5c1<5 1c2<1
437. 5b1>5 1b2>1
438. 5c1<5 1c2<1
439. 5b1>5 1b2>1
440. 5c1<5 1c2<1
441. 5b1>5 1b2>1
442. 5c1<5 1c2<1
443. 5b1>5 1b2>1
444. 5c1<5 1c2<1
445. 5b1>5 1b2>1
446. 5c1<5 1c2<1
447. 5b1>5 1b2>1
448. 5c1<5 1c2<1
449. 5b1>5 1b2>1
450. 5c1<5 1c2<1
451. 5b1>5 1b2>1
452. 5c1<5 1c2<1
453. 5b1>5 1b2>1
454. 5c1<5 1c2<1
455. 5b1>5 1b2>1
456. 5c1<5 1c2<1
457. 5b1>5 1b2>1
458. 5c1<5 1c2<1
459. 5b1>5 1b2>1
460. 5c1<5 1c2<1
461. 5b1>5 1b2>1
462. 5c1<5 1c2<1
463. 5b1>5 1b2>1
464. 5c1<5 1c2<1
465. 5b1>5 1b2>1
466. 5c1<5 1c2<1
467. 5b1>5 1b2>1
468. 5c1<5 1c2<1
469. 5b1>5 1b2>1
470. 5c1<5 1c2<1
471. 5b1>5 1b2>1
472. 5c1<5 1c2<1
473. 5b1>5 1b2>1
474. 5c1<5 1c2<1
475. 5b1>5 1b2>1
476. 5c1<5 1c2<1
477. 5b1>5 1b2>1
478. 5c1<5 1c2<1
479. 5b1>5 1b2>1
480. 5c1<5 1c2<1
481. 5b1>5 1b2>1
482. 5c1<5 1c2<1
483. 5b1>5 1b2>1
484. 5c1<5 1c2<1
485. 5b1>5 1b2>1
486. 5c1<5 1c2<1
487. 5b1>5 1b2>1
488. 5c1<5 1c2<1
489. 5b1>5 1b2>1
490. 5c1<5 1c2<1
491. 5b1>5 1b2>1
492. 5c1<5 1c2<1
493. 5b1>5 1b2>1
494. 5c1<5 1c2<1
495. 5b1>5 1b2>1
496. 5c1<5 1c2<1
497. 5b1>5 1b2>1
498. 5c1<5 1c2<1
499. 5b1>5 1b2>1
500. 5c1<5 1c2<1
501. 5b1>5 1b2>1
502. 5c1<5 1c2<1
503. 5b1>5 1b2>1
504. 5c1<5 1c2<1
505. 5b1>5 1b2>1
506. 5c1<5 1c2<1
507. 5b1>5 1b2>1
508. 5c1<5 1c2<1
509. 5b1>5 1b2>1
510. 5c1<5 1c2<1
511. 5b1>5 1b2>1
512. 5c1<5 1c2<1
513. 5b1>5 1b2>1
514. 5c1<5 1c2<1
515. 5b1>5 1b2>1
516. 5c1<5 1c2<1
517. 5b1>5 1b2>1
518. 5c1<5 1c2<1
519. 5b1>5 1b2>1
520. 5c1<5 1c2<1
521. 5b1>5 1b2>1
522. 5c1<5 1c2<1
523. 5b1>5 1b2>1
524. 5c1<5 1c2<1
525. 5b1>5 1b2>1
526. 5c1<5 1c2<1
527. 5b1>5 1b2>1
528. 5c1<5 1c2<1
529. 5b1>5 1b2>1
530. 5c1<5 1c2<1
531. 5b1>5 1b2>1
532. 5c1<5 1c2<1
533. 5b1>5 1b2>1
534. 5c1<5 1c2<1
535. 5b1>5 1b2>1
536. 5c1<5 1c2<1
537. 5b1>5 1b2>1
538. 5c1<5 1c2<1
539. 5b1>5 1b2>1
540. 5c1<5 1c2<1
541. 5b1>5 1b2>1
542. 5c1<5 1c2<1
543. 5b1>5 1b2>1
544. 5c1<5 1c2<1
545. 5b1>5 1b2>1
546. 5c1<5 1c2<1
547. 5b1>5 1b2>1
548. 5c1<5 1c2<1
549. 5b1>5 1b2>1
550. 5c1<5 1c2<1
551. 5b1>5 1b2>1
552. 5c1<5 1c2<1
553. 5b1>5 1b2>1
554. 5c1<5 1c2<1
555. 5b1>5 1b2>1
556. 5c1<5 1c2<1
557. 5b1>5 1b2>1
558. 5c1<5 1c2<1
559. 5b1>5 1b2>1
560. 5c1<5 1c2<1
561. 5b1>5 1b2>1
562. 5c1<5 1c2<1
563. 5b1>5 1b2>1
564. 5c1<5 1c2<1
565. 5b1>5 1b2>1
566. 5c1<5 1c2<1
567. 5b1>5 1b2>1
568. 5c1<5 1c2<1
569. 5b1>5 1b2>1
570. 5c1<5 1c2<1
571. 5b1>5 1b2>1
572. 5c1<5 1c2<1
573. 5b1>5 1b2>1
574. 5c1<5 1c2<1
575. 5b1>5 1b2>1
576. 5c1<5 1c2<1
577. 5b1>5 1b2>1
578. 5c1<5 1c2<1
579. 5b1>5 1b2>1
580. 5c1<5 1c2<1
581. 5b1>5 1b2>1
582. 5c1<5 1c2<1
583. 5b1>5 1b2>1
584. 5c1<5 1c2<1
585. 5b1>5 1b2>1
586. 5c1<5 1c2<1
587. 5b1>5 1b2>1
588. 5c1<5 1c2<1
589. 5b1>5 1b2>1
590. 5c1<5 1c2<1
591. 5b1>5 1b2>1
592. 5c1<5 1c2<1
593. 5b1>5 1b2>1
594. 5c1<5 1c2<1
595. 5b1>5 1b2>1
596. 5c1<5 1c2<1
597. 5b1>5 1b2>1
598. 5c1<5 1c2<1
599. 5b1>5 1b2>1
600. 5c1<5 1c2<1
601. 5b1>5 1b2>1
602. 5c1<5 1c2<1
603. 5b1>5 1b2>1
604. 5c1<5 1c2<1
605. 5b1>5 1b2>1
606. 5c1<5 1c2<1
607. 5b1>5 1b2>1
608. 5c1<5 1c2<1
609. 5b1>5 1b2>1
610. 5c1<5 1c2<1
611. 5b1>5 1b2>1
612. 5c1<5 1c2<1
613. 5b1>5 1b2>1
614. 5c1<5 1c2<1
615. 5b1>5 1b2>1
616. 5c1<5 1c2<1
617. 5b1>5 1b2>1
618. 5c1<5 1c2<1
619. 5b1>5 1b2>1
620. 5c1<5 1c2<1
621. 5b1>5 1b2>1
622. 5c1<5 1c2<1
623. 5b1>5 1b2>1
624. 5c1<5 1c2<1
625. 5b1>5 1b2>1
626. 5c1<5 1c2<1
627. 5b1>5 1b2>1
628. 5c1<5 1c2<1
629. 5b1>5 1b2>1
630. 5c1<5 1c2<1
631. 5b1>5 1b2>1
632. 5c1<5 1c2<1
633. 5b1>5 1b2>1
634. 5c1<5 1c2<1
635. 5b1>5 1b2>1
636. 5c1<5 1c2<1
637. 5b1>5 1b2>1
638. 5c1<5 1c2<1
639. 5b1>5 1b2>1
640. 5c1<5 1c2<1
641. 5b1>5 1b2>1
642. 5c1<5 1c2<1
643. 5b1>5 1b2>1
644. 5c1<5 1c2<1
645. 5b1>5 1b2>1
646. 5c1<5 1c2<1
647. 5b1>5 1b2>1
648. 5c1<5 1c2<1
649. 5b1>5 1b2>1
650. 5c1<5 1c2<1
651. 5b1>5 1b2>1
652. 5c1<5 1c2<1
653. 5b1>5 1b2>1
654. 5c1<5 1c2<1
655. 5b1>5 1b2>1
656. 5c1<5 1c2<1
657. 5b1>5 1b2>1
658. 5c1<5 1c2<1
659. 5b1>5 1b2>1
660. 5c1<5 1c2<1
661. 5b1>5 1b2>1
662. 5c1<5 1c2<1
663. 5b1>5 1b2>1
664. 5c1<5 1c2<1
665. 5b1>5 1b2>1
666. 5c1<5 1c2<1
667. 5b1>5 1b2>1
668. 5c1<5 1c2<1
669. 5b1>5 1b2>1
670. 5c1<5 1c2<1
671. 5b1>5 1b2>1
672. 5c1<5 1c2<1
673. 5b1>5 1b2>1
674. 5c1<5 1c2<1
675. 5b1>5 1b2>1
676. 5c1<5 1c2<1
677. 5b1>5 1b2>1
678. 5c1<5 1c2<1
679. 5b1>5 1b2>1
680. 5c1<5 1c2<1
681. 5b1>5 1b2>1
682. 5c1<5 1c2<1
683. 5b1>5 1b2>1
684. 5c1<5 1c2<1
685. 5b1>5 1b2>1
686. 5c1<5 1c2<1
687. 5b1>5 1b2>1
688. 5c1<5 1c2<1
689. 5b1>5 1b2>1
690. 5c1<5 1c2<1
691. 5b1>5 1b2>1
692. 5c1<5 1c2<1
693. 5b1>5 1b2>1
694. 5c1<5 1c2<1
695. 5b1>5 1b2>1
696. 5c1<5 1c2<1
697. 5b1>5 1b2>1
698. 5c1<5 1c2<1
699. 5b1>5 1b2>1
700. 5c1<5 1c2<1
701. 5b1>5 1b2>1
702. 5c1<5 1c2<1
703. 5b1>5 1b2>1
704. 5c1<5 1c2<1
705. 5b1>5 1b2>1
706. 5c1<5 1c2<1
707. 5b1>5 1b2>1
708. 5c1<5 1c2<1
709. 5b1>5 1b2>1
710. 5c1<5 1c2<1
711. 5b1>5 1b2>1
712. 5c1<5 1c2<1
713. 5b1>5 1b2>1
714. 5c1<5 1c2<1
715. 5b1>5 1b2>1
716. 5c1<5 1c2<1
717. 5b1>5 1b2>1
718. 5c1<5 1c2<1
719. 5b1>5 1b2>1
720. 5c1<5 1c2<1
721. 5b1>5 1b2>1
722. 5c1<5 1c2<1
723. 5b1>5 1b2>1
724. 5c1<5 1c2<1
725. 5b1>5 1b2>1
726. 5c1<5 1c2<1
727. 5b1>5 1b2>1
728. 5c1<5 1c2<1
729. 5b1>5 1b2>1
730. 5c1<5 1c2<1
731. 5b1>5 1b2>1
732. 5c1<5 1c2<1
733. 5b1>5 1b2>1
734. 5c1<5 1c2<1
735. 5b1>5 1b2>1
736. 5c1<5 1c2<1
737. 5b1>5 1b2>1
738. 5c1<5 1c2<1
739. 5b1>5 1b2>1
740. 5c1<5 1c2<1
741. 5b1>5 1b2>1
742. 5c1<5 1c2<1
743. 5b1>5 1b2>1
744. 5c1<5 1c2<1
745. 5b1>5 1b2>1
746. 5c1<5 1c2<1
747. 5b1>5 1b2>1
748. 5c1<5 1c2<1
749. 5b1>5 1b2>1
750. 5c1<5 1c2<1
751. 5b1>5 1b2>1
752. 5c1<5 1c2<1
753. 5b1>5 1b2>1
754. 5c1<5 1c2<1
755. 5b1>5 1b2>1
756. 5c1<5 1c2<1
757. 5b1>5 1b2>1
758. 5c1<5 1c2<1
759. 5b1>5 1b2>1
760. 5c1<5 1c2<1
761. 5b1>5 1b2>1
762. 5c1<5 1c2<1
763. 5b1>5 1b2>1
764. 5c1<5 1c2<1
765. 5b1>5 1b2>1
766. 5c1<5 1c2<1
767. 5b1>5 1b2>1
768. 5c1<5 1c2<1
769. 5b1>5 1b2>1
770. 5c1<5 1c2<1
771. 5b1>5 1b2>1
772. 5c1<5 1c2<1
773. 5b1>5 1b2>1
774. 5c1<5 1c2<1
775. 5b1>5 1b2>1
776. 5c1<5 1c2<1
777. 5b1>5 1b2>1
778. 5c1<5 1c2<1
779. 5b1>5 1b2>1
780. 5c1<5 1c2<1
781. 5b1>5 1b2>1
782. 5c1<5 1c2<1
783. 5b1>5 1b2>1
784. 5c1<5 1c2<1
785. 5b1>5 1b2>1
786. 5c1<5 1c2<1
787. 5b1>5 1b2>1
788. 5c1<5 1c2<1
789. 5b1>5 1b2>1
790. 5c1<5 1c2<1
791. 5b1>5 1b2>1
792. 5c1<5 1c2<1
793. 5b1>5 1b2>1
794. 5c1<5 1c2<1
795. 5b1>5 1b2>1
796. 5c1<5 1c2<1
797. 5b1>5 1b2>1
798. 5c1<5 1c2<1
799. 5b1>5 1b2>1
800. 5c1<5 1c2<1
801. 5b1>5 1b2>1
802. 5c1<5 1c2<1
803. 5b1>5 1b2>1
804. 5c1<5 1c2<1
805. 5b1>5 1b2>1
806. 5c1<5 1c2<1
807. 5b1>5 1b2>1
808. 5c1<5 1c2<1
809. 5b1>5 1b2>1
810. 5c1<5 1c2<1
811. 5b1>5 1b2>1
812. 5c1<5 1c2<1
813. 5b1>5 1b2>1
814. 5c1<5 1c2<1
815. 5b1>5 1b2>1
816. 5c1<5 1c2<1
817. 5b1>5 1b2>1
818. 5c1<5 1c2<1
819. 5b1>5 1b2>1
820. 5c1<5 1c2<1
821. 5b1>5 1b2>1
822. 5c1<5 1c2<1
823. 5b1>5 1b2>1
824. 5c1<5 1c2<1
825. 5b1>5 1b2>1
826. 5c1<5 1c2<1
827. 5b1>5 1b2>1
828. 5c1<5 1c2<1
829. 5b1>5 1b2>1
830. 5c1<5 1c2<1
831. 5b1>5 1b2>1
832. 5c1<5 1c2<1
833. 5b1>5 1b2>1
834. 5c1<5 1c2<1
835. 5b1>5 1b2>1
836. 5c1<5 1c2<1
837. 5b1>5 1b2>1
838. 5c1<5 1c2<1
839. 5b1>5 1b2>1
840. 5c1<5 1c2<1
841. 5b1>5 1b2>1
842. 5c1<5 1c2<1
843. 5b1>5 1b2>1
844. 5c1<5 1c2<1
845. 5b1>5 1b2>1
846. 5c1<5 1c2<1
847. 5b1>5 1b2>1
848. 5c1<5 1c2<1
849. 5b1>5 1b2>1
850. 5c1<5 1c2<1
851. 5b1>5 1b2>1
852. 5c1<5 1c2<1
853. 5b1>5 1b2>1
854. 5c1<5 1c2<1
855. 5b1>5 1b2>1
856. 5c1<5 1c2<1
857. 5b1>5 1b2>1
858. 5c1<5 1c2<1
859. 5b1>5 1b2>1
860. 5c1<5 1c2<1
861. 5b1>5 1b2>1
862. 5c1<5 1c2<1
863. 5b1>5 1b2>1
864. 5c1<5 1c2<1
865. 5b1>5 1b2>1
866. 5c1<5 1c2<1
867. 5b1>5 1b2>1
868. 5c1<5 1c2<1
869. 5b1>5 1b2>1
870. 5c1<5 1c2<1
871. 5b1>5 1b2>1
872. 5c1<5 1c2<1
873. 5b1>5 1b2>1
874. 5c1<5 1c2<1
875. 5b1>5 1b2>1
876. 5c1<5 1c2<1
877. 5b1>5 1b2>1
878. 5c1<5 1c2<1
879. 5b1>5 1b2>1
880. 5c1<5 1c2<1
881. 5b1>5 1b2>1
882. 5c1<5 1c2<1
883. 5b1>5 1b2>1
884. 5c1<5 1c2<1
885. 5b1>5 1b2>1
886. 5c1<5 1c2<1
887. 5b1>5 1b2>1
888. 5c1<5 1c2<1
889. 5b1>5 1b2>1
890. 5c1<5 1c2<1
891. 5b1>5 1b2>1
892. 5c1<5 1c2<1
893. 5b1>5 1b2>1
894. 5c1<5 1c2<1
895. 5b1>5 1b2>1
896. 5c1<5 1c2<1
897. 5b1>5 1b2>1
898. 5c1<5 1c2<1
899. 5b1>5 1b2>1
900. 5c1<5 1c2<1
901. 5b1>5 1b2>1
902. 5c1<5 1c2<1
903. 5b1>5 1b2>1
904. 5c1<5 1c2<1
905. 5b1>5 1b2>1
906. 5c1<5 1c2<1
907. 5b1>5 1b2>1
908. 5c1<5 1c2<1
909. 5b1>5 1b2>1
910. 5c1<5 1c2<1
911. 5b1>5 1b2>1
912. 5c1<5 1c2<1
913. 5b1>5 1b2>1
914. 5c1<5 1c2<1
915. 5b1>5 1b2>1
916. 5c1<5 1c2<1
917. 5b1>5 1b2>1
918. 5c1<5 1c2<1
919. 5b1>5 1b2>1
920. 5c1<5 1c2<1
921. 5b1>5 1b2>1
922. 5c1<5 1c2<1
923. 5b1>5 1b2>1
924. 5c1<5 1c2<1
925. 5b1>5 1b2>1
926. 5c1<5 1c2<1
927. 5b1>5 1b2>1
928. 5c1<5 1c2<1
929. 5b1>5 1b2>1
930. 5c1<5 1c2<1
931. 5b1>5 1b2>1
